"","Year","thickness_type","n"
"2664",281,"light layer",NA
"2665",282,"dark layer",NA
"2666",282,"light layer",NA
"2667",283,"dark layer",NA
"2668",283,"light layer",NA
"2669",284,"dark layer",NA
"2670",284,"light layer",NA
"2671",285,"dark layer",NA
"2672",285,"light layer",NA
"2673",286,"dark layer",NA
"2674",286,"light layer",NA
"2675",287,"dark layer",0.2
"2676",287,"light layer",0.6
"2677",288,"dark layer",0.1
"2678",288,"light layer",0.7
"2679",289,"dark layer",0.1
"2680",289,"light layer",1.3
"2681",290,"dark layer",0.1
"2682",290,"light layer",1.1
"2683",291,"dark layer",NA
"2684",291,"light layer",NA
"2685",292,"dark layer",NA
"2686",292,"light layer",NA
"2687",293,"dark layer",NA
"2688",293,"light layer",NA
"2689",294,"dark layer",NA
"2690",294,"light layer",NA
"2691",295,"dark layer",NA
"2692",295,"light layer",NA
"2693",296,"dark layer",NA
"2694",296,"light layer",NA
"2695",297,"dark layer",NA
"2696",297,"light layer",NA
"2697",298,"dark layer",NA
"2698",298,"light layer",NA
"2699",299,"dark layer",NA
"2700",299,"light layer",NA
"2701",300,"dark layer",NA
"2702",300,"light layer",NA
"2703",301,"dark layer",NA
"2704",301,"light layer",NA
"2705",302,"dark layer",NA
"2706",302,"light layer",NA
"2707",303,"dark layer",NA
"2708",303,"light layer",NA
"2709",304,"dark layer",NA
"2710",304,"light layer",NA
"2711",305,"dark layer",NA
"2712",305,"light layer",NA
"2713",306,"dark layer",NA
"2714",306,"light layer",NA
"2715",307,"dark layer",NA
"2716",307,"light layer",NA
"2717",308,"dark layer",NA
"2718",308,"light layer",NA
"2719",309,"dark layer",NA
"2720",309,"light layer",NA
"2721",310,"dark layer",NA
"2722",310,"light layer",NA
"2723",311,"dark layer",NA
"2724",311,"light layer",NA
"2725",312,"dark layer",NA
"2726",312,"light layer",NA
"2727",313,"dark layer",NA
"2728",313,"light layer",NA
"2729",314,"dark layer",NA
"2730",314,"light layer",NA
"2731",315,"dark layer",NA
"2732",315,"light layer",NA
"2733",316,"dark layer",NA
"2734",316,"light layer",NA
"2735",317,"dark layer",NA
"2736",317,"light layer",NA
"2737",318,"dark layer",NA
"2738",318,"light layer",NA
"2739",319,"dark layer",NA
"2740",319,"light layer",NA
"2741",320,"dark layer",NA
"2742",320,"light layer",NA
"2743",321,"dark layer",NA
"2744",321,"light layer",NA
"2745",322,"dark layer",NA
"2746",322,"light layer",NA
"2747",323,"dark layer",NA
"2748",323,"light layer",NA
"2749",324,"dark layer",NA
"2750",324,"light layer",NA
"2751",325,"dark layer",NA
"2752",325,"light layer",NA
"2753",326,"dark layer",NA
"2754",326,"light layer",NA
"2755",327,"dark layer",NA
"2756",327,"light layer",NA
"2757",328,"dark layer",NA
"2758",328,"light layer",NA
"2759",329,"dark layer",NA
"2760",329,"light layer",NA
"2761",330,"dark layer",NA
"2762",330,"light layer",NA
"2763",331,"dark layer",NA
"2764",331,"light layer",NA
"2765",332,"dark layer",NA
"2766",332,"light layer",NA
"2767",333,"dark layer",NA
"2768",333,"light layer",NA
"2769",334,"dark layer",NA
"2770",334,"light layer",NA
"2771",335,"dark layer",NA
"2772",335,"light layer",NA
"2773",336,"dark layer",0.2
"2774",336,"light layer",0.3
"2775",337,"dark layer",0.1
"2776",337,"light layer",0.9
"2777",338,"dark layer",0.1
"2778",338,"light layer",0.5
"2779",339,"dark layer",0.2
"2780",339,"light layer",0.8
"2781",340,"dark layer",0.1
"2782",340,"light layer",0.8
"2783",341,"dark layer",0.1
"2784",341,"light layer",1
"2785",342,"dark layer",0.1
"2786",342,"light layer",0.9
"2787",343,"dark layer",0.1
"2788",343,"light layer",1.1
"2789",344,"dark layer",0.04
"2790",344,"light layer",0.76
"2791",345,"dark layer",0.1
"2792",345,"light layer",0.3
"2793",346,"dark layer",0.1
"2794",346,"light layer",0.9
"2795",347,"dark layer",0.04
"2796",347,"light layer",1.56
"2797",348,"dark layer",0.02
"2798",348,"light layer",0.88
"2799",349,"dark layer",0.03
"2800",349,"light layer",0.27
"2801",350,"dark layer",0.04
"2802",350,"light layer",0.66
"2803",351,"dark layer",0.1
"2804",351,"light layer",0.4
"2805",352,"dark layer",0.1
"2806",352,"light layer",0.8
"2807",353,"dark layer",0.04
"2808",353,"light layer",0.46
"2809",354,"dark layer",0.1
"2810",354,"light layer",0.5
"2811",355,"dark layer",0.1
"2812",355,"light layer",0.5
"2813",356,"dark layer",0.1
"2814",356,"light layer",0.6
"2815",357,"dark layer",0.2
"2816",357,"light layer",0.6
"2817",358,"dark layer",0.04
"2818",358,"light layer",0.66
"2819",359,"dark layer",0.1
"2820",359,"light layer",0.7
"2821",360,"dark layer",0.1
"2822",360,"light layer",1.9
"2823",361,"dark layer",0.1
"2824",361,"light layer",0.5
"2825",362,"dark layer",0.1
"2826",362,"light layer",0.4
"2827",363,"dark layer",0.06
"2828",363,"light layer",0.34
"2829",364,"dark layer",0.1
"2830",364,"light layer",1.9
"2831",365,"dark layer",0.1
"2832",365,"light layer",0.6
"2833",366,"dark layer",0.1
"2834",366,"light layer",1.1
"2835",367,"dark layer",0.1
"2836",367,"light layer",0.7
"2837",368,"dark layer",0.1
"2838",368,"light layer",0.8
"2839",369,"dark layer",0.06
"2840",369,"light layer",0.14
"2841",370,"dark layer",0.2
"2842",370,"light layer",0.2
"2843",371,"dark layer",0.1
"2844",371,"light layer",0.5
"2845",372,"dark layer",0.06
"2846",372,"light layer",0.54
"2847",373,"dark layer",0.06
"2848",373,"light layer",0.74
"2849",374,"dark layer",0.04
"2850",374,"light layer",0.46
"2851",375,"dark layer",0.1
"2852",375,"light layer",0.2
"2853",376,"dark layer",0.1
"2854",376,"light layer",0.6
"2855",377,"dark layer",0.1
"2856",377,"light layer",0.5
"2857",378,"dark layer",0.1
"2858",378,"light layer",0.9
"2859",379,"dark layer",0.1
"2860",379,"light layer",0.3
"2861",380,"dark layer",0.1
"2862",380,"light layer",1.1
"2863",381,"dark layer",0.04
"2864",381,"light layer",0.36
"2865",382,"dark layer",0.1
"2866",382,"light layer",0.9
"2867",383,"dark layer",0.2
"2868",383,"light layer",0.6
"2869",384,"dark layer",0.06
"2870",384,"light layer",0.94
"2871",385,"dark layer",0.1
"2872",385,"light layer",0.7
"2873",386,"dark layer",0.2
"2874",386,"light layer",0.9
"2875",387,"dark layer",0.03
"2876",387,"light layer",0.67
"2877",388,"dark layer",0.1
"2878",388,"light layer",0.7
"2879",389,"dark layer",0.2
"2880",389,"light layer",0.4
"2881",390,"dark layer",0.1
"2882",390,"light layer",0.6
"2883",391,"dark layer",0.2
"2884",391,"light layer",0.8
"2885",392,"dark layer",0.1
"2886",392,"light layer",0.7
"2887",393,"dark layer",NA
"2888",393,"light layer",NA
"2889",394,"dark layer",NA
"2890",394,"light layer",NA
"2891",395,"dark layer",NA
"2892",395,"light layer",NA
"2893",396,"dark layer",NA
"2894",396,"light layer",NA
"2895",397,"dark layer",NA
"2896",397,"light layer",NA
"2897",398,"dark layer",NA
"2898",398,"light layer",NA
"2899",399,"dark layer",NA
"2900",399,"light layer",NA
"2901",400,"dark layer",NA
"2902",400,"light layer",NA
"2903",401,"dark layer",NA
"2904",401,"light layer",NA
"2905",402,"dark layer",0.1
"2906",402,"light layer",0.5
"2907",403,"dark layer",0.1
"2908",403,"light layer",0.7
"2909",404,"dark layer",0.04
"2910",404,"light layer",0.46
"2911",405,"dark layer",0.04
"2912",405,"light layer",0.76
"2913",406,"dark layer",0.1
"2914",406,"light layer",0.5
"2915",407,"dark layer",0.1
"2916",407,"light layer",0.5
"2917",408,"dark layer",0.04
"2918",408,"light layer",0.86
"2919",409,"dark layer",0.1
"2920",409,"light layer",0.4
"2921",410,"dark layer",0.06
"2922",410,"light layer",0.74
"2923",411,"dark layer",0.1
"2924",411,"light layer",2.1
"2925",412,"dark layer",0.2
"2926",412,"light layer",0.8
"2927",413,"dark layer",0.02
"2928",413,"light layer",0.48
"2929",414,"dark layer",0.02
"2930",414,"light layer",0.98
"2931",415,"dark layer",0.1
"2932",415,"light layer",0.5
"2933",416,"dark layer",0.2
"2934",416,"light layer",0.8
"2935",417,"dark layer",0.1
"2936",417,"light layer",0.5
"2937",418,"dark layer",0.1
"2938",418,"light layer",0.6
"2939",419,"dark layer",0.1
"2940",419,"light layer",1.1
"2941",420,"dark layer",0.2
"2942",420,"light layer",0.5
"2943",421,"dark layer",0.2
"2944",421,"light layer",0.4
"2945",422,"dark layer",0.04
"2946",422,"light layer",0.86
"2947",423,"dark layer",0.1
"2948",423,"light layer",0.8
"2949",424,"dark layer",0.1
"2950",424,"light layer",0.6
"2951",425,"dark layer",0.1
"2952",425,"light layer",1.3
"2953",426,"dark layer",0.1
"2954",426,"light layer",0.6
"2955",427,"dark layer",0.04
"2956",427,"light layer",0.26
"2957",428,"dark layer",0.1
"2958",428,"light layer",0.7
"2959",429,"dark layer",0.1
"2960",429,"light layer",0.5
"2961",430,"dark layer",0.04
"2962",430,"light layer",0.46
"2963",431,"dark layer",0.1
"2964",431,"light layer",0.3
"2965",432,"dark layer",0.03
"2966",432,"light layer",1.77
"2967",433,"dark layer",0.04
"2968",433,"light layer",0.36
"2969",434,"dark layer",0.04
"2970",434,"light layer",0.96
"2971",435,"dark layer",0.2
"2972",435,"light layer",0.2
"2973",436,"dark layer",0.14
"2974",436,"light layer",0.46
"2975",437,"dark layer",0.1
"2976",437,"light layer",0.1
"2977",438,"dark layer",0.1
"2978",438,"light layer",1.1
"2979",439,"dark layer",0.1
"2980",439,"light layer",0.3
"2981",440,"dark layer",0.1
"2982",440,"light layer",0.3
"2983",441,"dark layer",0.04
"2984",441,"light layer",2.36
"2985",442,"dark layer",0.2
"2986",442,"light layer",0.8
"2987",443,"dark layer",0.1
"2988",443,"light layer",1.3
"2989",444,"dark layer",0.1
"2990",444,"light layer",0.6
"2991",445,"dark layer",0.04
"2992",445,"light layer",0.26
"2993",446,"dark layer",0.1
"2994",446,"light layer",1.1
"2995",447,"dark layer",0.1
"2996",447,"light layer",1.3
"2997",448,"dark layer",0.04
"2998",448,"light layer",1.26
"2999",449,"dark layer",0.1
"3000",449,"light layer",1
"3001",450,"dark layer",0.1
"3002",450,"light layer",1.1
"3003",451,"dark layer",0.14
"3004",451,"light layer",0.26
"3005",452,"dark layer",0.1
"3006",452,"light layer",0.2
"3007",453,"dark layer",0.2
"3008",453,"light layer",3.4
"3009",454,"dark layer",0.2
"3010",454,"light layer",1
"3011",455,"dark layer",0.2
"3012",455,"light layer",0.6
"3013",456,"dark layer",0.1
"3014",456,"light layer",0.6
"3015",457,"dark layer",0.1
"3016",457,"light layer",0.9
"3017",458,"dark layer",0.1
"3018",458,"light layer",0.8
"3019",459,"dark layer",0.1
"3020",459,"light layer",0.9
"3021",460,"dark layer",0.1
"3022",460,"light layer",1.3
"3023",461,"dark layer",0.1
"3024",461,"light layer",0.7
"3025",462,"dark layer",0.04
"3026",462,"light layer",0.26
"3027",463,"dark layer",0.04
"3028",463,"light layer",0.46
"3029",464,"dark layer",0.1
"3030",464,"light layer",0.7
"3031",465,"dark layer",0.04
"3032",465,"light layer",0.56
"3033",466,"dark layer",0.1
"3034",466,"light layer",0.5
"3035",467,"dark layer",0.2
"3036",467,"light layer",1.2
"3037",468,"dark layer",0.04
"3038",468,"light layer",0.46
"3039",469,"dark layer",0.1
"3040",469,"light layer",0.7
"3041",470,"dark layer",0.2
"3042",470,"light layer",0.2
"3043",471,"dark layer",0.06
"3044",471,"light layer",0.54
"3045",472,"dark layer",0.1
"3046",472,"light layer",0.2
"3047",473,"dark layer",0.2
"3048",473,"light layer",0.3
"3049",474,"dark layer",0.04
"3050",474,"light layer",1.16
"3051",475,"dark layer",0.2
"3052",475,"light layer",0.6
"3053",476,"dark layer",0.1
"3054",476,"light layer",0.3
"3055",477,"dark layer",0.04
"3056",477,"light layer",0.16
"3057",478,"dark layer",0.1
"3058",478,"light layer",0.1
"3059",479,"dark layer",0.04
"3060",479,"light layer",0.96
"3061",480,"dark layer",0.02
"3062",480,"light layer",0.18
"3063",481,"dark layer",0.2
"3064",481,"light layer",0.2
"3065",482,"dark layer",0.2
"3066",482,"light layer",0.4
"3067",483,"dark layer",0.04
"3068",483,"light layer",1.16
"3069",484,"dark layer",0.04
"3070",484,"light layer",1.06
"3071",485,"dark layer",0.1
"3072",485,"light layer",0.5
"3073",486,"dark layer",0.04
"3074",486,"light layer",0.76
"3075",487,"dark layer",0.03
"3076",487,"light layer",0.67
"3077",488,"dark layer",0.1
"3078",488,"light layer",0.7
"3079",489,"dark layer",0.2
"3080",489,"light layer",0.5
"3081",490,"dark layer",0.1
"3082",490,"light layer",0.3
"3083",491,"dark layer",0.1
"3084",491,"light layer",0.2
"3085",492,"dark layer",0.06
"3086",492,"light layer",0.14
"3087",493,"dark layer",0.1
"3088",493,"light layer",0.7
"3089",494,"dark layer",0.2
"3090",494,"light layer",0.8
"3091",495,"dark layer",0.2
"3092",495,"light layer",0.8
"3093",496,"dark layer",0.2
"3094",496,"light layer",0.8
"3095",497,"dark layer",0.04
"3096",497,"light layer",0.26
"3097",498,"dark layer",0.2
"3098",498,"light layer",0.6
"3099",499,"dark layer",0.2
"3100",499,"light layer",0.7
"3101",500,"dark layer",0.03
"3102",500,"light layer",0.47
"3103",501,"dark layer",0.1
"3104",501,"light layer",0.1
"3105",502,"dark layer",0.06
"3106",502,"light layer",1.64
"3107",503,"dark layer",0.2
"3108",503,"light layer",2.1
"3109",504,"dark layer",0.3
"3110",504,"light layer",1.9
"3111",505,"dark layer",0.2
"3112",505,"light layer",0.8
"3113",506,"dark layer",0.1
"3114",506,"light layer",0.7
"3115",507,"dark layer",0.2
"3116",507,"light layer",0.3
"3117",508,"dark layer",0.1
"3118",508,"light layer",0.4
"3119",509,"dark layer",0.1
"3120",509,"light layer",1.3
"3121",510,"dark layer",0.2
"3122",510,"light layer",0.8
"3123",511,"dark layer",0.04
"3124",511,"light layer",0.76
"3125",512,"dark layer",0.1
"3126",512,"light layer",0.4
"3127",513,"dark layer",0.1
"3128",513,"light layer",0.36
"3129",514,"dark layer",0.04
"3130",514,"light layer",1.36
"3131",515,"dark layer",0.04
"3132",515,"light layer",0.46
"3133",516,"dark layer",0.1
"3134",516,"light layer",0.9
"3135",517,"dark layer",0.1
"3136",517,"light layer",0.2
"3137",518,"dark layer",0.1
"3138",518,"light layer",0.1
"3139",519,"dark layer",0.2
"3140",519,"light layer",0.3
"3141",520,"dark layer",0.3
"3142",520,"light layer",1.4
"3143",521,"dark layer",0.06
"3144",521,"light layer",1.54
"3145",522,"dark layer",0.1
"3146",522,"light layer",1.1
"3147",523,"dark layer",0.1
"3148",523,"light layer",0.6
"3149",524,"dark layer",0.1
"3150",524,"light layer",1.2
"3151",525,"dark layer",0.1
"3152",525,"light layer",1.3
"3153",526,"dark layer",0.04
"3154",526,"light layer",0.26
"3155",527,"dark layer",0.1
"3156",527,"light layer",0.1
"3157",528,"dark layer",0.1
"3158",528,"light layer",0.4
"3159",529,"dark layer",0.1
"3160",529,"light layer",0.2
"3161",530,"dark layer",0.1
"3162",530,"light layer",0.3
"3163",531,"dark layer",0.1
"3164",531,"light layer",0.5
"3165",532,"dark layer",0.1
"3166",532,"light layer",0.6
"3167",533,"dark layer",0.03
"3168",533,"light layer",0.77
"3169",534,"dark layer",0.1
"3170",534,"light layer",0.6
"3171",535,"dark layer",0.2
"3172",535,"light layer",0.6
"3173",536,"dark layer",0.02
"3174",536,"light layer",0.78
"3175",537,"dark layer",0.04
"3176",537,"light layer",0.96
"3177",538,"dark layer",0.03
"3178",538,"light layer",0.87
"3179",539,"dark layer",0.1
"3180",539,"light layer",0.3
"3181",540,"dark layer",0.1
"3182",540,"light layer",0.4
"3183",541,"dark layer",0.1
"3184",541,"light layer",0.5
"3185",542,"dark layer",0.03
"3186",542,"light layer",0.47
"3187",543,"dark layer",0.3
"3188",543,"light layer",1.5
"3189",544,"dark layer",0.2
"3190",544,"light layer",0.44
"3191",545,"dark layer",0.1
"3192",545,"light layer",0.5
"3193",546,"dark layer",0.2
"3194",546,"light layer",0.8
"3195",547,"dark layer",0.1
"3196",547,"light layer",1.9
"3197",548,"dark layer",0.04
"3198",548,"light layer",0.86
"3199",549,"dark layer",0.03
"3200",549,"light layer",0.67
"3201",550,"dark layer",0.04
"3202",550,"light layer",0.36
"3203",551,"dark layer",0.1
"3204",551,"light layer",0.4
"3205",552,"dark layer",0.06
"3206",552,"light layer",0.94
"3207",553,"dark layer",0.1
"3208",553,"light layer",0.3
"3209",554,"dark layer",0.1
"3210",554,"light layer",0.4
"3211",555,"dark layer",0.1
"3212",555,"light layer",0.3
"3213",556,"dark layer",0.1
"3214",556,"light layer",0.1
"3215",557,"dark layer",0.04
"3216",557,"light layer",0.66
"3217",558,"dark layer",0.2
"3218",558,"light layer",0.4
"3219",559,"dark layer",0.1
"3220",559,"light layer",0.5
"3221",560,"dark layer",0.1
"3222",560,"light layer",0.5
"3223",561,"dark layer",0.1
"3224",561,"light layer",0.2
"3225",562,"dark layer",0.3
"3226",562,"light layer",1.5
"3227",563,"dark layer",0.1
"3228",563,"light layer",0.4
"3229",564,"dark layer",0.1
"3230",564,"light layer",0.7
"3231",565,"dark layer",0.2
"3232",565,"light layer",0.2
"3233",566,"dark layer",0.04
"3234",566,"light layer",1.16
"3235",567,"dark layer",0.04
"3236",567,"light layer",0.16
"3237",568,"dark layer",0.14
"3238",568,"light layer",0.26
"3239",569,"dark layer",0.1
"3240",569,"light layer",0.9
"3241",570,"dark layer",0.1
"3242",570,"light layer",0.4
"3243",571,"dark layer",0.1
"3244",571,"light layer",0.8
"3245",572,"dark layer",0.1
"3246",572,"light layer",0.7
"3247",573,"dark layer",NA
"3248",573,"light layer",NA
"3249",574,"dark layer",NA
"3250",574,"light layer",NA
"3251",575,"dark layer",NA
"3252",575,"light layer",NA
"3253",576,"dark layer",NA
"3254",576,"light layer",NA
"3255",577,"dark layer",NA
"3256",577,"light layer",NA
"3257",578,"dark layer",NA
"3258",578,"light layer",NA
"3259",579,"dark layer",NA
"3260",579,"light layer",NA
"3261",580,"dark layer",NA
"3262",580,"light layer",NA
"3263",581,"dark layer",NA
"3264",581,"light layer",NA
"3265",582,"dark layer",NA
"3266",582,"light layer",NA
"3267",583,"dark layer",0.14
"3268",583,"light layer",0.36
"3269",584,"dark layer",0.04
"3270",584,"light layer",0.26
"3271",585,"dark layer",0.1
"3272",585,"light layer",0.2
"3273",586,"dark layer",0.05
"3274",586,"light layer",0.25
"3275",587,"dark layer",0.1
"3276",587,"light layer",0.9
"3277",588,"dark layer",0.1
"3278",588,"light layer",0.4
"3279",589,"dark layer",0.04
"3280",589,"light layer",0.86
"3281",590,"dark layer",0.04
"3282",590,"light layer",0.56
"3283",591,"dark layer",0.06
"3284",591,"light layer",0.24
"3285",592,"dark layer",0.04
"3286",592,"light layer",0.8
"3287",593,"dark layer",0.1
"3288",593,"light layer",0.7
"3289",594,"dark layer",0.1
"3290",594,"light layer",0.6
"3291",595,"dark layer",0.04
"3292",595,"light layer",0.26
"3293",596,"dark layer",0.1
"3294",596,"light layer",0.2
"3295",597,"dark layer",0.1
"3296",597,"light layer",1
"3297",598,"dark layer",0.1
"3298",598,"light layer",1.1
"3299",599,"dark layer",0.1
"3300",599,"light layer",0.9
"3301",600,"dark layer",0.1
"3302",600,"light layer",0.5
"3303",601,"dark layer",NA
"3304",601,"light layer",NA
"3305",602,"dark layer",NA
"3306",602,"light layer",NA
"3307",603,"dark layer",NA
"3308",603,"light layer",NA
"3309",604,"dark layer",NA
"3310",604,"light layer",NA
"3311",605,"dark layer",NA
"3312",605,"light layer",NA
"3313",606,"dark layer",NA
"3314",606,"light layer",NA
"3315",607,"dark layer",NA
"3316",607,"light layer",NA
"3317",608,"dark layer",NA
"3318",608,"light layer",NA
"3319",609,"dark layer",NA
"3320",609,"light layer",NA
"3321",610,"dark layer",0.2
"3322",610,"light layer",0.5
"3323",611,"dark layer",0.14
"3324",611,"light layer",0.86
"3325",612,"dark layer",0.2
"3326",612,"light layer",0.4
"3327",613,"dark layer",0.2
"3328",613,"light layer",0.5
"3329",614,"dark layer",0.2
"3330",614,"light layer",0.6
"3331",615,"dark layer",0.1
"3332",615,"light layer",0.6
"3333",616,"dark layer",0.04
"3334",616,"light layer",0.96
"3335",617,"dark layer",0.1
"3336",617,"light layer",2.1
"3337",618,"dark layer",0.04
"3338",618,"light layer",0.56
"3339",619,"dark layer",0.1
"3340",619,"light layer",0.8
"3341",620,"dark layer",0.2
"3342",620,"light layer",0.2
"3343",621,"dark layer",0.1
"3344",621,"light layer",0.1
"3345",622,"dark layer",0.1
"3346",622,"light layer",0.5
"3347",623,"dark layer",0.1
"3348",623,"light layer",0.1
"3349",624,"dark layer",0.1
"3350",624,"light layer",0.3
"3351",625,"dark layer",0.1
"3352",625,"light layer",0.2
"3353",626,"dark layer",0.2
"3354",626,"light layer",1.9
"3355",627,"dark layer",0.1
"3356",627,"light layer",0.3
"3357",628,"dark layer",0.2
"3358",628,"light layer",0.2
"3359",629,"dark layer",0.1
"3360",629,"light layer",0.2
"3361",630,"dark layer",0.1
"3362",630,"light layer",1.3
"3363",631,"dark layer",0.1
"3364",631,"light layer",0.7
"3365",632,"dark layer",0.1
"3366",632,"light layer",0.5
"3367",633,"dark layer",0.06
"3368",633,"light layer",0.34
"3369",634,"dark layer",0.1
"3370",634,"light layer",0.5
"3371",635,"dark layer",0.1
"3372",635,"light layer",0.9
"3373",636,"dark layer",0.1
"3374",636,"light layer",1.1
"3375",637,"dark layer",0.06
"3376",637,"light layer",2.24
"3377",638,"dark layer",0.06
"3378",638,"light layer",0.54
"3379",639,"dark layer",0.1
"3380",639,"light layer",0.7
"3381",640,"dark layer",0.1
"3382",640,"light layer",1.8
"3383",641,"dark layer",0.1
"3384",641,"light layer",0.7
"3385",642,"dark layer",0.04
"3386",642,"light layer",0.56
"3387",643,"dark layer",0.06
"3388",643,"light layer",0.34
"3389",644,"dark layer",0.03
"3390",644,"light layer",0.47
"3391",645,"dark layer",0.04
"3392",645,"light layer",0.66
"3393",646,"dark layer",0.06
"3394",646,"light layer",1.34
"3395",647,"dark layer",0.2
"3396",647,"light layer",0.5
"3397",648,"dark layer",0.2
"3398",648,"light layer",0.3
"3399",649,"dark layer",0.1
"3400",649,"light layer",0.4
"3401",650,"dark layer",0.04
"3402",650,"light layer",0.36
"3403",651,"dark layer",0.04
"3404",651,"light layer",0.26
"3405",652,"dark layer",0.1
"3406",652,"light layer",1.6
"3407",653,"dark layer",0.04
"3408",653,"light layer",1.16
"3409",654,"dark layer",0.1
"3410",654,"light layer",0.2
"3411",655,"dark layer",0.04
"3412",655,"light layer",0.2
"3413",656,"dark layer",0.06
"3414",656,"light layer",0.24
"3415",657,"dark layer",0.1
"3416",657,"light layer",0.3
"3417",658,"dark layer",0.04
"3418",658,"light layer",0.76
"3419",659,"dark layer",0.04
"3420",659,"light layer",0.56
"3421",660,"dark layer",0.03
"3422",660,"light layer",0.37
"3423",661,"dark layer",0.04
"3424",661,"light layer",1.16
"3425",662,"dark layer",0.04
"3426",662,"light layer",0.26
"3427",663,"dark layer",0.04
"3428",663,"light layer",0.36
"3429",664,"dark layer",0.1
"3430",664,"light layer",0.2
"3431",665,"dark layer",0.2
"3432",665,"light layer",3.8
"3433",666,"dark layer",0.1
"3434",666,"light layer",0.6
"3435",667,"dark layer",0.2
"3436",667,"light layer",0.3
"3437",668,"dark layer",0.03
"3438",668,"light layer",1.07
"3439",669,"dark layer",0.04
"3440",669,"light layer",0.46
"3441",670,"dark layer",0.1
"3442",670,"light layer",1.1
"3443",671,"dark layer",0.1
"3444",671,"light layer",0.6
"3445",672,"dark layer",0.1
"3446",672,"light layer",0.5
"3447",673,"dark layer",0.04
"3448",673,"light layer",0.7
"3449",674,"dark layer",0.1
"3450",674,"light layer",0.9
"3451",675,"dark layer",0.1
"3452",675,"light layer",0.5
"3453",676,"dark layer",0.14
"3454",676,"light layer",0.16
"3455",677,"dark layer",0.06
"3456",677,"light layer",0.24
"3457",678,"dark layer",0.1
"3458",678,"light layer",0.5
"3459",679,"dark layer",0.1
"3460",679,"light layer",2.3
"3461",680,"dark layer",0.06
"3462",680,"light layer",1.04
"3463",681,"dark layer",0.14
"3464",681,"light layer",0.46
"3465",682,"dark layer",0.1
"3466",682,"light layer",0.1
"3467",683,"dark layer",0.1
"3468",683,"light layer",0.3
"3469",684,"dark layer",0.1
"3470",684,"light layer",1.9
"3471",685,"dark layer",0.1
"3472",685,"light layer",0.9
"3473",686,"dark layer",0.1
"3474",686,"light layer",0.5
"3475",687,"dark layer",0.06
"3476",687,"light layer",0.34
"3477",688,"dark layer",0.14
"3478",688,"light layer",0.36
"3479",689,"dark layer",0.1
"3480",689,"light layer",1.3
"3481",690,"dark layer",0.2
"3482",690,"light layer",0.4
"3483",691,"dark layer",0.1
"3484",691,"light layer",0.7
"3485",692,"dark layer",0.1
"3486",692,"light layer",0.5
"3487",693,"dark layer",0.2
"3488",693,"light layer",0.8
"3489",694,"dark layer",0.04
"3490",694,"light layer",0.96
"3491",695,"dark layer",0.1
"3492",695,"light layer",0.7
"3493",696,"dark layer",0.1
"3494",696,"light layer",0.2
"3495",697,"dark layer",0.04
"3496",697,"light layer",0.36
"3497",698,"dark layer",0.03
"3498",698,"light layer",0.87
"3499",699,"dark layer",0.1
"3500",699,"light layer",0.9
"3501",700,"dark layer",0.1
"3502",700,"light layer",0.7
"3503",701,"dark layer",0.1
"3504",701,"light layer",0.8
"3505",702,"dark layer",0.1
"3506",702,"light layer",0.16
"3507",703,"dark layer",0.1
"3508",703,"light layer",1.5
"3509",704,"dark layer",0.04
"3510",704,"light layer",0.46
"3511",705,"dark layer",0.2
"3512",705,"light layer",0.8
"3513",706,"dark layer",0.1
"3514",706,"light layer",1.3
"3515",707,"dark layer",NA
"3516",707,"light layer",NA
"3517",708,"dark layer",NA
"3518",708,"light layer",NA
"3519",709,"dark layer",NA
"3520",709,"light layer",NA
"3521",710,"dark layer",NA
"3522",710,"light layer",NA
"3523",711,"dark layer",NA
"3524",711,"light layer",NA
"3525",712,"dark layer",NA
"3526",712,"light layer",NA
"3527",713,"dark layer",NA
"3528",713,"light layer",NA
"3529",714,"dark layer",NA
"3530",714,"light layer",NA
"3531",715,"dark layer",NA
"3532",715,"light layer",NA
"3533",716,"dark layer",NA
"3534",716,"light layer",NA
"3535",717,"dark layer",NA
"3536",717,"light layer",NA
"3537",718,"dark layer",NA
"3538",718,"light layer",NA
"3539",719,"dark layer",NA
"3540",719,"light layer",NA
"3541",720,"dark layer",NA
"3542",720,"light layer",NA
"3543",721,"dark layer",NA
"3544",721,"light layer",NA
"3545",722,"dark layer",NA
"3546",722,"light layer",NA
"3547",723,"dark layer",NA
"3548",723,"light layer",NA
"3549",724,"dark layer",NA
"3550",724,"light layer",NA
"3551",725,"dark layer",NA
"3552",725,"light layer",NA
"3553",726,"dark layer",NA
"3554",726,"light layer",NA
"3555",727,"dark layer",NA
"3556",727,"light layer",NA
"3557",728,"dark layer",NA
"3558",728,"light layer",NA
"3559",729,"dark layer",NA
"3560",729,"light layer",NA
"3561",730,"dark layer",NA
"3562",730,"light layer",NA
"3563",731,"dark layer",NA
"3564",731,"light layer",NA
"3565",732,"dark layer",NA
"3566",732,"light layer",NA
"3567",733,"dark layer",NA
"3568",733,"light layer",NA
"3569",734,"dark layer",NA
"3570",734,"light layer",NA
"3571",735,"dark layer",NA
"3572",735,"light layer",NA
"3573",736,"dark layer",NA
"3574",736,"light layer",NA
"3575",737,"dark layer",NA
"3576",737,"light layer",NA
"3577",738,"dark layer",NA
"3578",738,"light layer",NA
"3579",739,"dark layer",NA
"3580",739,"light layer",NA
