"","Year","thickness_type","n"
"5320",1609,"light layer",1.2
"5321",1610,"dark layer",0.1
"5322",1610,"light layer",0.6
"5323",1611,"dark layer",0.4
"5324",1611,"light layer",0.4
"5325",1612,"dark layer",0.2
"5326",1612,"light layer",1.4
"5327",1613,"dark layer",0.2
"5328",1613,"light layer",1.3
"5329",1614,"dark layer",0.2
"5330",1614,"light layer",1.2
"5331",1615,"dark layer",0.1
"5332",1615,"light layer",0.9
"5333",1616,"dark layer",0.04
"5334",1616,"light layer",0.76
"5335",1617,"dark layer",0.03
"5336",1617,"light layer",0.67
"5337",1618,"dark layer",0.04
"5338",1618,"light layer",1.56
"5339",1619,"dark layer",0.02
"5340",1619,"light layer",0.98
"5341",1620,"dark layer",0.1
"5342",1620,"light layer",1.1
"5343",1621,"dark layer",0.12
"5344",1621,"light layer",2.88
"5345",1622,"dark layer",0.2
"5346",1622,"light layer",0.3
"5347",1623,"dark layer",0.2
"5348",1623,"light layer",0.2
"5349",1624,"dark layer",0.2
"5350",1624,"light layer",0.4
"5351",1625,"dark layer",0.3
"5352",1625,"light layer",0.16
"5353",1626,"dark layer",0.1
"5354",1626,"light layer",0.4
"5355",1627,"dark layer",0.1
"5356",1627,"light layer",0.3
"5357",1628,"dark layer",0.06
"5358",1628,"light layer",0.74
"5359",1629,"dark layer",0.03
"5360",1629,"light layer",0.43
"5361",1630,"dark layer",0.06
"5362",1630,"light layer",0.44
"5363",1631,"dark layer",0.1
"5364",1631,"light layer",0.6
"5365",1632,"dark layer",0.1
"5366",1632,"light layer",0.7
"5367",1633,"dark layer",0.06
"5368",1633,"light layer",0.74
"5369",1634,"dark layer",0.04
"5370",1634,"light layer",0.26
"5371",1635,"dark layer",0.06
"5372",1635,"light layer",0.64
"5373",1636,"dark layer",0.06
"5374",1636,"light layer",1.14
"5375",1637,"dark layer",0.2
"5376",1637,"light layer",1.3
"5377",1638,"dark layer",0.1
"5378",1638,"light layer",0.4
"5379",1639,"dark layer",0.05
"5380",1639,"light layer",0.95
"5381",1640,"dark layer",0.06
"5382",1640,"light layer",1.04
"5383",1641,"dark layer",0.14
"5384",1641,"light layer",1.66
"5385",1642,"dark layer",0.1
"5386",1642,"light layer",0.5
"5387",1643,"dark layer",0.02
"5388",1643,"light layer",1.98
"5389",1644,"dark layer",0.06
"5390",1644,"light layer",1.54
"5391",1645,"dark layer",0.1
"5392",1645,"light layer",0.5
"5393",1646,"dark layer",0.26
"5394",1646,"light layer",0.24
"5395",1647,"dark layer",0.2
"5396",1647,"light layer",0.3
"5397",1648,"dark layer",0.4
"5398",1648,"light layer",0.4
"5399",1649,"dark layer",0.1
"5400",1649,"light layer",0.16
"5401",1650,"dark layer",0.02
"5402",1650,"light layer",0.28
"5403",1651,"dark layer",0.2
"5404",1651,"light layer",0.2
"5405",1652,"dark layer",0.04
"5406",1652,"light layer",0.66
"5407",1653,"dark layer",0.1
"5408",1653,"light layer",0.3
"5409",1654,"dark layer",0.1
"5410",1654,"light layer",0.1
"5411",1655,"dark layer",0.2
"5412",1655,"light layer",0.2
"5413",1656,"dark layer",0.2
"5414",1656,"light layer",1.4
"5415",1657,"dark layer",0.02
"5416",1657,"light layer",0.98
"5417",1658,"dark layer",0.04
"5418",1658,"light layer",1.06
"5419",1659,"dark layer",0.02
"5420",1659,"light layer",0.98
"5421",1660,"dark layer",0.02
"5422",1660,"light layer",0.58
"5423",1661,"dark layer",0.02
"5424",1661,"light layer",1.98
"5425",1662,"dark layer",0.06
"5426",1662,"light layer",1.34
"5427",1663,"dark layer",0.02
"5428",1663,"light layer",0.58
"5429",1664,"dark layer",0.02
"5430",1664,"light layer",0.88
"5431",1665,"dark layer",0.2
"5432",1665,"light layer",0.3
"5433",1666,"dark layer",0.03
"5434",1666,"light layer",0.57
"5435",1667,"dark layer",0.02
"5436",1667,"light layer",0.78
"5437",1668,"dark layer",0.04
"5438",1668,"light layer",2.96
"5439",1669,"dark layer",0.2
"5440",1669,"light layer",0.7
"5441",1670,"dark layer",0.2
"5442",1670,"light layer",1.1
"5443",1671,"dark layer",0.03
"5444",1671,"light layer",2.07
"5445",1672,"dark layer",0.02
"5446",1672,"light layer",1.18
"5447",1673,"dark layer",0.02
"5448",1673,"light layer",0.58
"5449",1674,"dark layer",0.02
"5450",1674,"light layer",0.88
"5451",1675,"dark layer",0.1
"5452",1675,"light layer",1.9
"5453",1676,"dark layer",0.04
"5454",1676,"light layer",0.86
"5455",1677,"dark layer",0.03
"5456",1677,"light layer",0.77
"5457",1678,"dark layer",0.02
"5458",1678,"light layer",2.58
"5459",1679,"dark layer",0.02
"5460",1679,"light layer",1.18
"5461",1680,"dark layer",0.02
"5462",1680,"light layer",0.98
"5463",1681,"dark layer",0.02
"5464",1681,"light layer",0.28
"5465",1682,"dark layer",0.02
"5466",1682,"light layer",0.58
"5467",1683,"dark layer",0.02
"5468",1683,"light layer",0.88
"5469",1684,"dark layer",0.1
"5470",1684,"light layer",0.9
"5471",1685,"dark layer",0.02
"5472",1685,"light layer",0.68
"5473",1686,"dark layer",0.03
"5474",1686,"light layer",0.77
"5475",1687,"dark layer",0.02
"5476",1687,"light layer",1.08
"5477",1688,"dark layer",0.3
"5478",1688,"light layer",0.3
"5479",1689,"dark layer",0.06
"5480",1689,"light layer",0.24
"5481",1690,"dark layer",0.2
"5482",1690,"light layer",0.5
"5483",1691,"dark layer",0.04
"5484",1691,"light layer",0.36
"5485",1692,"dark layer",0.02
"5486",1692,"light layer",0.98
"5487",1693,"dark layer",0.02
"5488",1693,"light layer",1.48
"5489",1694,"dark layer",0.2
"5490",1694,"light layer",0.6
"5491",1695,"dark layer",0.02
"5492",1695,"light layer",0.98
"5493",1696,"dark layer",0.02
"5494",1696,"light layer",0.48
"5495",1697,"dark layer",0.1
"5496",1697,"light layer",0.7
"5497",1698,"dark layer",0.1
"5498",1698,"light layer",0.4
"5499",1699,"dark layer",0.3
"5500",1699,"light layer",0.4
"5501",1700,"dark layer",0.12
"5502",1700,"light layer",0.48
"5503",1701,"dark layer",0.2
"5504",1701,"light layer",0.6
"5505",1702,"dark layer",0.2
"5506",1702,"light layer",1
"5507",1703,"dark layer",0.2
"5508",1703,"light layer",0.2
"5509",1704,"dark layer",0.3
"5510",1704,"light layer",0.5
"5511",1705,"dark layer",0.06
"5512",1705,"light layer",1.84
"5513",1706,"dark layer",0.1
"5514",1706,"light layer",0.5
"5515",1707,"dark layer",0.14
"5516",1707,"light layer",0.16
"5517",1708,"dark layer",0.1
"5518",1708,"light layer",1.7
"5519",1709,"dark layer",0.1
"5520",1709,"light layer",1
"5521",1710,"dark layer",0.08
"5522",1710,"light layer",0.82
"5523",1711,"dark layer",0.1
"5524",1711,"light layer",0.6
"5525",1712,"dark layer",0.1
"5526",1712,"light layer",0.7
"5527",1713,"dark layer",0.02
"5528",1713,"light layer",0.18
"5529",1714,"dark layer",0.06
"5530",1714,"light layer",0.48
"5531",1715,"dark layer",0.14
"5532",1715,"light layer",0.56
"5533",1716,"dark layer",0.1
"5534",1716,"light layer",0.4
"5535",1717,"dark layer",0.04
"5536",1717,"light layer",0.3
"5537",1718,"dark layer",0.03
"5538",1718,"light layer",0.37
"5539",1719,"dark layer",0.06
"5540",1719,"light layer",0.24
"5541",1720,"dark layer",0.04
"5542",1720,"light layer",0.16
"5543",1721,"dark layer",0.1
"5544",1721,"light layer",0.5
"5545",1722,"dark layer",0.1
"5546",1722,"light layer",0.16
"5547",1723,"dark layer",0.1
"5548",1723,"light layer",0.8
"5549",1724,"dark layer",0.02
"5550",1724,"light layer",0.88
"5551",1725,"dark layer",0.06
"5552",1725,"light layer",1.14
"5553",1726,"dark layer",0.04
"5554",1726,"light layer",1.36
"5555",1727,"dark layer",0.2
"5556",1727,"light layer",0.6
"5557",1728,"dark layer",0.2
"5558",1728,"light layer",0.2
"5559",1729,"dark layer",0.04
"5560",1729,"light layer",1.26
"5561",1730,"dark layer",0.04
"5562",1730,"light layer",0.26
"5563",1731,"dark layer",0.02
"5564",1731,"light layer",0.38
"5565",1732,"dark layer",0.06
"5566",1732,"light layer",0.54
"5567",1733,"dark layer",0.02
"5568",1733,"light layer",0.58
"5569",1734,"dark layer",0.1
"5570",1734,"light layer",0.3
"5571",1735,"dark layer",0.02
"5572",1735,"light layer",0.28
"5573",1736,"dark layer",0.2
"5574",1736,"light layer",0.6
"5575",1737,"dark layer",0.04
"5576",1737,"light layer",0.16
"5577",1738,"dark layer",0.08
"5578",1738,"light layer",0.12
"5579",1739,"dark layer",0.1
"5580",1739,"light layer",0.3
"5581",1740,"dark layer",0.1
"5582",1740,"light layer",1.5
"5583",1741,"dark layer",0.1
"5584",1741,"light layer",3.1
"5585",1742,"dark layer",0.26
"5586",1742,"light layer",0.34
"5587",1743,"dark layer",0.2
"5588",1743,"light layer",0.3
"5589",1744,"dark layer",0.1
"5590",1744,"light layer",0.7
"5591",1745,"dark layer",0.2
"5592",1745,"light layer",1
"5593",1746,"dark layer",0.06
"5594",1746,"light layer",0.54
"5595",1747,"dark layer",0.1
"5596",1747,"light layer",0.3
"5597",1748,"dark layer",0.1
"5598",1748,"light layer",0.7
"5599",1749,"dark layer",0.1
"5600",1749,"light layer",0.36
"5601",1750,"dark layer",0.14
"5602",1750,"light layer",0.26
"5603",1751,"dark layer",0.04
"5604",1751,"light layer",0.12
"5605",1752,"dark layer",0.04
"5606",1752,"light layer",0.2
"5607",1753,"dark layer",0.06
"5608",1753,"light layer",0.14
"5609",1754,"dark layer",0.2
"5610",1754,"light layer",0.7
"5611",1755,"dark layer",0.1
"5612",1755,"light layer",0.7
"5613",1756,"dark layer",0.1
"5614",1756,"light layer",0.3
"5615",1757,"dark layer",0.04
"5616",1757,"light layer",0.22
"5617",1758,"dark layer",0.1
"5618",1758,"light layer",0.2
"5619",1759,"dark layer",0.06
"5620",1759,"light layer",0.34
"5621",1760,"dark layer",0.1
"5622",1760,"light layer",0.2
"5623",1761,"dark layer",0.3
"5624",1761,"light layer",0.4
"5625",1762,"dark layer",0.1
"5626",1762,"light layer",0.3
"5627",1763,"dark layer",0.1
"5628",1763,"light layer",0.4
"5629",1764,"dark layer",0.2
"5630",1764,"light layer",0.4
"5631",1765,"dark layer",0.06
"5632",1765,"light layer",0.94
"5633",1766,"dark layer",0.1
"5634",1766,"light layer",0.4
"5635",1767,"dark layer",0.06
"5636",1767,"light layer",1.74
"5637",1768,"dark layer",0.2
"5638",1768,"light layer",2
"5639",1769,"dark layer",0.14
"5640",1769,"light layer",0.86
"5641",1770,"dark layer",0.1
"5642",1770,"light layer",1.9
"5643",1771,"dark layer",0.1
"5644",1771,"light layer",0.9
"5645",1772,"dark layer",0.1
"5646",1772,"light layer",1
"5647",1773,"dark layer",0.1
"5648",1773,"light layer",1.5
"5649",1774,"dark layer",0.2
"5650",1774,"light layer",0.6
"5651",1775,"dark layer",0.1
"5652",1775,"light layer",0.5
"5653",1776,"dark layer",0.07
"5654",1776,"light layer",1.03
"5655",1777,"dark layer",0.2
"5656",1777,"light layer",0.26
"5657",1778,"dark layer",0.1
"5658",1778,"light layer",0.9
"5659",1779,"dark layer",0.4
"5660",1779,"light layer",0.4
"5661",1780,"dark layer",0.1
"5662",1780,"light layer",0.8
"5663",1781,"dark layer",0.06
"5664",1781,"light layer",0.44
"5665",1782,"dark layer",0.1
"5666",1782,"light layer",0.3
"5667",1783,"dark layer",0.04
"5668",1783,"light layer",0.76
"5669",1784,"dark layer",0.04
"5670",1784,"light layer",0.56
"5671",1785,"dark layer",0.02
"5672",1785,"light layer",1.18
"5673",1786,"dark layer",0.06
"5674",1786,"light layer",1.74
"5675",1787,"dark layer",0.02
"5676",1787,"light layer",2.78
"5677",1788,"dark layer",0.04
"5678",1788,"light layer",1.56
"5679",1789,"dark layer",0.2
"5680",1789,"light layer",1.7
"5681",1790,"dark layer",0.2
"5682",1790,"light layer",1.8
"5683",1791,"dark layer",0.1
"5684",1791,"light layer",0.3
"5685",1792,"dark layer",0.1
"5686",1792,"light layer",1.1
"5687",1793,"dark layer",0.2
"5688",1793,"light layer",1.6
"5689",1794,"dark layer",0.1
"5690",1794,"light layer",1.1
"5691",1795,"dark layer",0.1
"5692",1795,"light layer",0.5
"5693",1796,"dark layer",0.3
"5694",1796,"light layer",0.4
"5695",1797,"dark layer",0.04
"5696",1797,"light layer",0.46
"5697",1798,"dark layer",0.5
"5698",1798,"light layer",0.3
"5699",1799,"dark layer",0.2
"5700",1799,"light layer",1.1
"5701",1800,"dark layer",0.2
"5702",1800,"light layer",1
"5703",1801,"dark layer",0.2
"5704",1801,"light layer",1.8
"5705",1802,"dark layer",0.2
"5706",1802,"light layer",0.3
"5707",1803,"dark layer",0.4
"5708",1803,"light layer",0.6
"5709",1804,"dark layer",0.2
"5710",1804,"light layer",1.8
"5711",1805,"dark layer",0.04
"5712",1805,"light layer",1.66
"5713",1806,"dark layer",0.4
"5714",1806,"light layer",1.4
"5715",1807,"dark layer",0.02
"5716",1807,"light layer",0.98
"5717",1808,"dark layer",0.1
"5718",1808,"light layer",1
"5719",1809,"dark layer",0.06
"5720",1809,"light layer",1.34
"5721",1810,"dark layer",0.1
"5722",1810,"light layer",0.7
"5723",1811,"dark layer",0.08
"5724",1811,"light layer",0.42
"5725",1812,"dark layer",0.2
"5726",1812,"light layer",0.8
"5727",1813,"dark layer",0.02
"5728",1813,"light layer",1.08
"5729",1814,"dark layer",0.04
"5730",1814,"light layer",1.16
"5731",1815,"dark layer",0.2
"5732",1815,"light layer",1.8
"5733",1816,"dark layer",0.2
"5734",1816,"light layer",0.9
"5735",1817,"dark layer",0.1
"5736",1817,"light layer",1.3
"5737",1818,"dark layer",0.2
"5738",1818,"light layer",3.4
"5739",1819,"dark layer",0.24
"5740",1819,"light layer",3.56
"5741",1820,"dark layer",0.2
"5742",1820,"light layer",0.8
"5743",1821,"dark layer",0.2
"5744",1821,"light layer",0.8
"5745",1822,"dark layer",0.14
"5746",1822,"light layer",5.46
"5747",1823,"dark layer",0.1
"5748",1823,"light layer",0.3
"5749",1824,"dark layer",0.3
"5750",1824,"light layer",0.3
"5751",1825,"dark layer",0.2
"5752",1825,"light layer",0.7
"5753",1826,"dark layer",0.15
"5754",1826,"light layer",1.55
"5755",1827,"dark layer",0.2
"5756",1827,"light layer",0.5
"5757",1828,"dark layer",0.2
"5758",1828,"light layer",1.8
"5759",1829,"dark layer",0.2
"5760",1829,"light layer",2.6
"5761",1830,"dark layer",0.2
"5762",1830,"light layer",0.4
"5763",1831,"dark layer",0.2
"5764",1831,"light layer",0.8
"5765",1832,"dark layer",0.1
"5766",1832,"light layer",0.3
"5767",1833,"dark layer",0.2
"5768",1833,"light layer",1
"5769",1834,"dark layer",0.2
"5770",1834,"light layer",0.1
"5771",1835,"dark layer",0.1
"5772",1835,"light layer",0.4
"5773",1836,"dark layer",0.1
"5774",1836,"light layer",0.8
"5775",1837,"dark layer",0.2
"5776",1837,"light layer",0.1
"5777",1838,"dark layer",0.5
"5778",1838,"light layer",0.4
"5779",1839,"dark layer",0.14
"5780",1839,"light layer",1.26
"5781",1840,"dark layer",0.2
"5782",1840,"light layer",1
"5783",1841,"dark layer",0.1
"5784",1841,"light layer",1.9
"5785",1842,"dark layer",0.1
"5786",1842,"light layer",1.7
"5787",1843,"dark layer",0.2
"5788",1843,"light layer",0.2
"5789",1844,"dark layer",0.2
"5790",1844,"light layer",0.4
"5791",1845,"dark layer",0.14
"5792",1845,"light layer",0.06
"5793",1846,"dark layer",0.1
"5794",1846,"light layer",0.2
"5795",1847,"dark layer",0.1
"5796",1847,"light layer",0.1
"5797",1848,"dark layer",0.12
"5798",1848,"light layer",1.48
"5799",1849,"dark layer",0.1
"5800",1849,"light layer",3.1
"5801",1850,"dark layer",0.05
"5802",1850,"light layer",0.75
"5803",1851,"dark layer",0.2
"5804",1851,"light layer",0.7
"5805",1852,"dark layer",0.03
"5806",1852,"light layer",0.47
"5807",1853,"dark layer",0.02
"5808",1853,"light layer",0.78
"5809",1854,"dark layer",0.12
"5810",1854,"light layer",1.88
"5811",1855,"dark layer",0.2
"5812",1855,"light layer",0.8
"5813",1856,"dark layer",0.04
"5814",1856,"light layer",1.16
"5815",1857,"dark layer",0.08
"5816",1857,"light layer",1.02
"5817",1858,"dark layer",0.03
"5818",1858,"light layer",0.77
"5819",1859,"dark layer",0.2
"5820",1859,"light layer",0.4
"5821",1860,"dark layer",0.1
"5822",1860,"light layer",0.5
"5823",1861,"dark layer",0.02
"5824",1861,"light layer",1.98
"5825",1862,"dark layer",0.04
"5826",1862,"light layer",0.86
"5827",1863,"dark layer",0.06
"5828",1863,"light layer",2.14
"5829",1864,"dark layer",0.2
"5830",1864,"light layer",0.8
"5831",1865,"dark layer",0.2
"5832",1865,"light layer",0.4
"5833",1866,"dark layer",0.14
"5834",1866,"light layer",0.46
"5835",1867,"dark layer",0.08
"5836",1867,"light layer",0.92
"5837",1868,"dark layer",0.1
"5838",1868,"light layer",1.5
"5839",1869,"dark layer",0.05
"5840",1869,"light layer",0.45
"5841",1870,"dark layer",0.06
"5842",1870,"light layer",0.54
"5843",1871,"dark layer",0.1
"5844",1871,"light layer",2.3
"5845",1872,"dark layer",0.2
"5846",1872,"light layer",1.8
"5847",1873,"dark layer",0.1
"5848",1873,"light layer",0.8
"5849",1874,"dark layer",0.08
"5850",1874,"light layer",0.62
"5851",1875,"dark layer",0.1
"5852",1875,"light layer",0.9
"5853",1876,"dark layer",0.02
"5854",1876,"light layer",2.58
"5855",1877,"dark layer",0.1
"5856",1877,"light layer",1.5
"5857",1878,"dark layer",0.1
"5858",1878,"light layer",0.3
"5859",1879,"dark layer",0.06
"5860",1879,"light layer",0.74
"5861",1880,"dark layer",0.1
"5862",1880,"light layer",0.8
"5863",1881,"dark layer",0.06
"5864",1881,"light layer",0.64
"5865",1882,"dark layer",0.14
"5866",1882,"light layer",0.86
"5867",1883,"dark layer",0.03
"5868",1883,"light layer",1.37
"5869",1884,"dark layer",0.04
"5870",1884,"light layer",1.56
"5871",1885,"dark layer",0.4
"5872",1885,"light layer",1.1
"5873",1886,"dark layer",0.3
"5874",1886,"light layer",1.3
"5875",1887,"dark layer",0.02
"5876",1887,"light layer",1.18
"5877",1888,"dark layer",0.02
"5878",1888,"light layer",1.58
"5879",1889,"dark layer",0.1
"5880",1889,"light layer",0.5
"5881",1890,"dark layer",0.04
"5882",1890,"light layer",1.56
"5883",1891,"dark layer",0.06
"5884",1891,"light layer",0.44
"5885",1892,"dark layer",0.12
"5886",1892,"light layer",1.08
"5887",1893,"dark layer",0.2
"5888",1893,"light layer",1.5
"5889",1894,"dark layer",0.02
"5890",1894,"light layer",1.58
"5891",1895,"dark layer",0.2
"5892",1895,"light layer",1.2
"5893",1896,"dark layer",0.13
"5894",1896,"light layer",1.47
"5895",1897,"dark layer",0.2
"5896",1897,"light layer",0.4
"5897",1898,"dark layer",0.14
"5898",1898,"light layer",1.86
"5899",1899,"dark layer",0.02
"5900",1899,"light layer",0.98
"5901",1900,"dark layer",0.2
"5902",1900,"light layer",0.8
"5903",1901,"dark layer",0.2
"5904",1901,"light layer",0.6
"5905",1902,"dark layer",0.2
"5906",1902,"light layer",0.2
"5907",1903,"dark layer",0.06
"5908",1903,"light layer",0.84
"5909",1904,"dark layer",0.14
"5910",1904,"light layer",0.86
"5911",1905,"dark layer",0.02
"5912",1905,"light layer",0.58
"5913",1906,"dark layer",0.02
"5914",1906,"light layer",0.48
"5915",1907,"dark layer",0.1
"5916",1907,"light layer",2.5
"5917",1908,"dark layer",0.1
"5918",1908,"light layer",0.9
"5919",1909,"dark layer",0.04
"5920",1909,"light layer",0.56
"5921",1910,"dark layer",0.1
"5922",1910,"light layer",1.1
"5923",1911,"dark layer",0.3
"5924",1911,"light layer",1.5
"5925",1912,"dark layer",0.2
"5926",1912,"light layer",0.2
"5927",1913,"dark layer",0.1
"5928",1913,"light layer",1.3
"5929",1914,"dark layer",0.1
"5930",1914,"light layer",0.4
"5931",1915,"dark layer",0.04
"5932",1915,"light layer",0.26
"5933",1916,"dark layer",0.2
"5934",1916,"light layer",2.2
"5935",1917,"dark layer",0.14
"5936",1917,"light layer",2.06
"5937",1918,"dark layer",0.02
"5938",1918,"light layer",0.98
"5939",1919,"dark layer",0.1
"5940",1919,"light layer",0.4
"5941",1920,"dark layer",0.2
"5942",1920,"light layer",0.9
"5943",1921,"dark layer",0.2
"5944",1921,"light layer",0.6
"5945",1922,"dark layer",0.02
"5946",1922,"light layer",1.58
"5947",1923,"dark layer",0.4
"5948",1923,"light layer",0.6
"5949",1924,"dark layer",0.1
"5950",1924,"light layer",0.1
"5951",1925,"dark layer",0.2
"5952",1925,"light layer",1.8
"5953",1926,"dark layer",0.03
"5954",1926,"light layer",0.27
"5955",1927,"dark layer",0.2
"5956",1927,"light layer",0.5
"5957",1928,"dark layer",0.1
"5958",1928,"light layer",1.7
"5959",1929,"dark layer",0.12
"5960",1929,"light layer",0.88
"5961",1930,"dark layer",0.06
"5962",1930,"light layer",0.74
"5963",1931,"dark layer",0.4
"5964",1931,"light layer",0.4
"5965",1932,"dark layer",0.08
"5966",1932,"light layer",0.62
"5967",1933,"dark layer",0.26
"5968",1933,"light layer",0.24
"5969",1934,"dark layer",0.1
"5970",1934,"light layer",0.6
"5971",1935,"dark layer",0.1
"5972",1935,"light layer",0.4
"5973",1936,"dark layer",0.1
"5974",1936,"light layer",0.6
"5975",1937,"dark layer",0.02
"5976",1937,"light layer",0.88
"5977",1938,"dark layer",0.2
"5978",1938,"light layer",0.5
"5979",1939,"dark layer",0.1
"5980",1939,"light layer",1.5
"5981",1940,"dark layer",0.2
"5982",1940,"light layer",0.4
"5983",1941,"dark layer",0.2
"5984",1941,"light layer",0.3
"5985",1942,"dark layer",0.2
"5986",1942,"light layer",0.4
"5987",1943,"dark layer",0.05
"5988",1943,"light layer",1.45
"5989",1944,"dark layer",0.1
"5990",1944,"light layer",0.5
"5991",1945,"dark layer",0.2
"5992",1945,"light layer",0.5
"5993",1946,"dark layer",0.3
"5994",1946,"light layer",0.9
"5995",1947,"dark layer",0.1
"5996",1947,"light layer",1
"5997",1948,"dark layer",0.02
"5998",1948,"light layer",1.28
"5999",1949,"dark layer",0.1
"6000",1949,"light layer",0.6
"6001",1950,"dark layer",0.02
"6002",1950,"light layer",1.58
"6003",1951,"dark layer",0.1
"6004",1951,"light layer",0.5
"6005",1952,"dark layer",0.2
"6006",1952,"light layer",0.8
"6007",1953,"dark layer",0.2
"6008",1953,"light layer",0.4
"6009",1954,"dark layer",0.04
"6010",1954,"light layer",0.46
"6011",1955,"dark layer",0.1
"6012",1955,"light layer",1.3
"6013",1956,"dark layer",0.08
"6014",1956,"light layer",1.52
"6015",1957,"dark layer",0.14
"6016",1957,"light layer",1.46
"6017",1958,"dark layer",0.14
"6018",1958,"light layer",0.36
"6019",1959,"dark layer",0.4
"6020",1959,"light layer",0.6
"6021",1960,"dark layer",0.1
"6022",1960,"light layer",1.3
"6023",1961,"dark layer",0.2
"6024",1961,"light layer",0.5
"6025",1962,"dark layer",0.06
"6026",1962,"light layer",0.64
"6027",1963,"dark layer",0.02
"6028",1963,"light layer",0.88
"6029",1964,"dark layer",0.2
"6030",1964,"light layer",0.3
"6031",1965,"dark layer",0.06
"6032",1965,"light layer",1.34
"6033",1966,"dark layer",0.1
"6034",1966,"light layer",0.2
"6035",1967,"dark layer",0.2
"6036",1967,"light layer",0.8
"6037",1968,"dark layer",0.1
"6038",1968,"light layer",1.2
"6039",1969,"dark layer",0.1
"6040",1969,"light layer",0.3
"6041",1970,"dark layer",0.06
"6042",1970,"light layer",1.74
"6043",1971,"dark layer",0.2
"6044",1971,"light layer",3.6
"6045",1972,"dark layer",0.4
"6046",1972,"light layer",1
"6047",1973,"dark layer",0.2
"6048",1973,"light layer",0.1
"6049",1974,"dark layer",0.4
"6050",1974,"light layer",1.2
"6051",1975,"dark layer",0.1
"6052",1975,"light layer",1.1
"6053",1976,"dark layer",0.04
"6054",1976,"light layer",0.76
"6055",1977,"dark layer",0.14
"6056",1977,"light layer",0.56
"6057",1978,"dark layer",0.1
"6058",1978,"light layer",1.3
"6059",1979,"dark layer",0.2
"6060",1979,"light layer",0.3
"6061",1980,"dark layer",0.1
"6062",1980,"light layer",1.1
"6063",1981,"dark layer",0.1
"6064",1981,"light layer",0.6
"6065",1982,"dark layer",0.26
"6066",1982,"light layer",1.34
"6067",1983,"dark layer",0.2
"6068",1983,"light layer",0.2
"6069",1984,"dark layer",0.1
"6070",1984,"light layer",0.2
"6071",1985,"dark layer",0.05
"6072",1985,"light layer",1.55
"6073",1986,"dark layer",0.06
"6074",1986,"light layer",0.54
"6075",1987,"dark layer",0.15
"6076",1987,"light layer",0.25
"6077",1988,"dark layer",0.2
"6078",1988,"light layer",0.6
"6079",1989,"dark layer",0.26
"6080",1989,"light layer",1.34
"6081",1990,"dark layer",0.2
"6082",1990,"light layer",0.4
"6083",1991,"dark layer",0.2
"6084",1991,"light layer",0.3
"6085",1992,"dark layer",0.2
"6086",1992,"light layer",0.8
"6087",1993,"dark layer",0.1
"6088",1993,"light layer",1
"6089",1994,"dark layer",0.1
"6090",1994,"light layer",0.6
"6091",1995,"dark layer",0.1
"6092",1995,"light layer",0.5
"6093",1996,"dark layer",0.26
"6094",1996,"light layer",1.34
"6095",1997,"dark layer",0.3
"6096",1997,"light layer",1.5
"6097",1998,"dark layer",0.3
"6098",1998,"light layer",0.2
"6099",1999,"dark layer",0.2
"6100",1999,"light layer",1.3
"6101",2000,"dark layer",0.1
"6102",2000,"light layer",0.1
"6103",2001,"dark layer",0.14
"6104",2001,"light layer",0.16
"6105",2002,"dark layer",0.2
"6106",2002,"light layer",0.5
"6107",2003,"dark layer",0.12
"6108",2003,"light layer",0.68
"6109",2004,"dark layer",0.1
"6110",2004,"light layer",1.2
"6111",2005,"dark layer",0.08
"6112",2005,"light layer",0.98
